id	result
3736	['#первыйабзац Рецуха-ответочка на ответы к прошлой рецухе.', 'Новый экспериментальный формат рецух с главками в один абзац, именованными хештегами, намеренно избыточен и неудобен — поэтому, если вы это вам так показалось, вам не показалось, просто вы чувствительный человек и это збс.', 'Наше время пропитано стремлением к функциональности и продуктивности, все на свете нужно прооптимизировать, проинновировать, определить функцию и якобы разумно привести к ней — однако это стремление к обновлению, как правило, приводит к противоположному: к неудобству и отсутствию всякой логики.', 'Когда-то в архитектуре был такой конструктивизм, стремившийся к оптимизации пространств под нужды человека — но сделавший эти пространства совершенно неудобными и нечеловеческими.', 'Сегодня происходит похожее: мы читаем новости в 140 символов и дезинформируемся, листаем «умную» ленту и пропускаем все важные посты, многие «быстрые» материалы доступны нам лишь в течение суток — поэтому, хотя мы и тратим на них мало времени, мы теряем на них много внимания и нашей внутренней сосредоточенности, вынужденные проверять их каждый день.', 'Капитализму все время были нужны инновации, чтобы поддерживать объективно снижающуюся норму прибыли, но, если раньше инновации вели к оптимизации, то сегодня инновации все чаще лишь вносят хаос, потому что очень многие вещи не улучшить, они уже родились в своем лучшем воплощении.', 'Но для совета директоров о чем-то отчитаться все равно нужно.', '#второйабзац Вот мы, например, обнулили паблос и хотим заявить городу и миру, что ща будет круче — а для этого нам нужно сделать это обновление явным, показать, что прошлое осталось в прошлом, а сейчас все делается по-новому.', 'Но как улучшить, преобразовать формат рецухи, ведь хорошая рецуха это просто связный текст?.', 'Если коротко — то никак, улучшать можно только содержание, а не форму.', 'Однако ухудшение формы тоже несет в себе плюсы, просто маленькие и неочевидные.', 'Неудобное тренирует терпение, остужает пыл, ставит на место.', 'Удобное, гладкое нужно заслужить, иначе оно может развратить дух.', 'Поэтому мне всегда нравился панк, в общем-то поп-жанр, но с очень неприглаженным звуком, нравился нечитаемый, но стильный дизайн, сложные книжки и тягомотное кинцо — просто я испытываю странную симпатию к неудобному, и вам советую его полюбить: рано или поздно все равно придется.', 'Поэтому и рецухи пока побудут в вырвиглазном формате — из них легко можно вырвать «оглавление» и ничего потерять, но я надеюсь на благодарных читателей, которые мне эту придурь простят — а в будущем будет будущее, мб мне все это уже поднадоест и мы снова их ребутнем на удобные.', 'Various Artists No Order In Destiny, 2019 (Kashual Plastik)']
3734	['Вчерашний эфир для людей без глаз, но с ушами.', 'Также напоминаем про такой поддерживающийся ресурс Molr Drammaz - zimova ko ysanka 75 Dollar Bill - Fouraltos Enno Velthuys - Blue Heron Tuxedomoon - Bombay Tension Savant - Fault Index Drem Bruinsma - And She Forgot Serwed - In Space Jac Berrocal - Joy Divise Siouxsie - The Lighthouse Lorelle Meets the Obsolete - Inundacion Holger Czukay - Music In the Air CS + Kreme - Portal Jac Berrocal - Porte De Bagnolet Metal Preyers - The Callers Sons of Kemet - My Queen Is Nanny Of The David Shea - The Lovers INOYAMALAND - MEINE REFLEXION Czes aw Niemen - Return From Nowhere Steve Moore - The Bite Gilbert Cohen & Ariel Kalma - Responsibility Capitol K - Goatherder Laurine Frost - The Disappearing Act Jonny Nash & Suzanne Kraft & Kelela & Asmara - Beluga’s Song Jaimie Branch - Iesterlude J. Derwort - Unknown Journey Carl Oesterhelt - Poro Sectret Swell Maps - Epic’s Trip Mourning [A] BLKstar - So Young So Tones On Tail - Movement of Fear Drem Bruinsma - Epena Don The Tiger - Primer Gray - Drum Mode Ex-Terrestial - Birds Tuxedomoon - Toreador del Amor Vallmo - Dive Chaines - Mary R.H.G.T.', '- Rebuilt Me Drekka - Christmas 1973 to 1974']
3701	"['Ну че, ребят, погнали!', 'Новый формат рецух без хуйни (ещё пока) будет жидковат и переменчив, какие-то блоки ситуативно будут появляться, а какие-то пропадать — поэтому все ваши предложения и идеи по развитию приветствуются в комментариях.', 'Списки further listening накидываются мной с изрядной долей похуизма и наобума, поэтому глубоко субъективны и ограничены, ну да это и очевидно.', 'Первый у нас на очереди актуальненький альбом про то, как закрыться от мира и не четенько сдохнуть, но сойти с ума правильно.', '#кто_такой Даниеле Чиуллини, чел из итальянского вейв-нетворка TRAX, в котором уже в начале 80-х придумали распространять DIY-музло по рукам и сарафанному радио, как сегодня в интернетах или как тогда в мафии.', 'Был видным и крупным узлом сети, но рано вышел из игры, записав только один альбом в дуэте The Cop Killers и одну сольную кассету Domestic Exile.', '#че_такое Компиляция, подготовленная Алессио Наталицией (Not Waving) для лейбла Ecstatic, включает в себя собственно оригинальную кассету Domestic Exile, и неизданные треки того же периода.', 'Звучок — неторопливый, мрачно-медитативный, минималистично-пустоватый, лофайный, но звучащий очень взвешенно и продуманно.', 'Вообще чувствуется множество ловко уравновешенных влияний и предчувствий: поеденная всеми возможными аудиоэффектами выцветшая индустриальная атмосфера и шумные геометричные битки, электро-саунд Roland TR 606, какие-то дроуновые отвлечения и даже что-то вроде шугейза на лучшем здешнем треке ""Soft Marble"" — и во всем этом панк-материале ещё как-то остается типичная итальянская попсовость, простота и запоминаемость.', 'Чиуллини рассказывал, как он записывал эти треки у себя дома: перед этим он полностью очистил свою маленькую комнату от всего, оставив только голые белые стены.', 'И это хорошо описывает то, что происходит в звуке: он обдирается от всего лишнего и от этого в нем появляется не только элегантность, но и элегичность.', '#че_говорит_артист ""Эта музыка родилась в очень трудный период моей жизни, отмеченный разрывом с миром.', 'Domestic Exile отражает время спада, удаления, заточения внутри стен уставшей души.', 'Большая часть песен — это мгновенные импровизации.', 'Переслушавая альбом сегодня я думаю, что этот аспект в моей музыке был наивен.', 'Но мне нравится узнавать в этом альбоме что-то очень близкое моему тогдашнему душевному состоянию"".', '#наши_мысли Вообще разрыв с внешним миром это не плохо, главное правильно к этому подойти, как это сделал Чиуллини.', 'У греков-неоплатоников были три базовые категории, которыми они смотрели на мир: ἡ μονή — пребывание на месте в себе, ἡ πρόοδος — движение от себя к чему-то внешнему (однокоренное слово, вернее калька πρόοδος это ""прогресс"") и ἡ ἐπιστροφή — возвращение к себе.', 'Каждый из этих этапов движения закономерно вытекает из предыдущего, но все-таки ἡ ἐπιστροφή была для неоплатоников главной целью всего этого цикла, в ἡ ἐπιστροφή всё вновь обретает свою полноту и истинность, а всякая мирская суета — это лишь энтропия, побег нас от самих себя.', 'Переводя на простой язык: если вы оказались отрезанными от внешнего мира и своей повседневной пиздактивности, не пытайтесь к ней вернуться в неком сублимированном виде, не отвлекайте себя всякими глупостями, чтобы скоротать время, не ностальгируйте по прошлому вне изоляции и не мечтайте о будущем, в котором она закончится — лучше присмотритесь к этому состоянию внимательно, обживите его и найдите в нем наконец себя.', 'Наши советы на карантин: укрепляйте дух, боритесь с роящимися в конце времен бесами, установите ровный контакт с домовенком вашей хаты, будьте собой!', ""#че_дальше Можно поискать че-то с лейблов Knekelhuis (например, VA 'Dutch Cassette Rarities') и особенно с STROOM, Strut, Vinyl-on-Demand, Light Sounds Dark и Minimal Wave; VA 'Trax Test (Excerpts From The Modular Network 1981-1987)', VA 'Mutazione (Italian Electronic & New Wave Underground 1980-1988)', VA 'The Hidden Tapes'; Dirk Desaever, John Bender, Beau Wanzer, Young Marble Giants, Chris Carter 'The Spaces Between', из поновее Yong Yong, Hype Williams, А.Г."", 'Дугин ""Мысли во время чумы"", мб по настроению The Durutti Column \'Amigos em Portugal\' — короч что-нибудь обяз найдете.', 'Daniele Ciullini Domestic Exile Collected Works 82\u200b-\u200b86, 2015 (Ecstatic)']"
3699	"['Всем бродягам здорова, тут есть большое ОБЪЯВЛЕНИЕ, пока не манифест, а прост инфа по фактам.', 'Все заметили, у нас тут ребрендинг и вообще как будто другой паблик.', 'И вы задаетесь логичным вопросом, че за фигней страдают Юрец и Игорёк, че за унылый ""Скучный джаз"" ( какого чёрта ещё ""Радио Юрец"" ( на кой ляд в телеграме нужна ""Запаска диджея"" ( — где РЕЦУХИ, ёпта?!', 'Мы подписывались на sovbak uyebak radio, на паблике с рецухами на норм музло, а не на какой-то отстойник с самодеятельностью под вывеской UYEBAR!', 'Что ж, это понятно, — однако правила меняются не по правилам и жизнь нужно переосмысливать, чтобы жить правильно.', 'Мы всегда считали себя панк-медиа, но лишь сейчас мы стали настоящим ПАНКОМ.', 'Мы не отказываемся от всей нашей предыдущей деятельности: это было неплохо — но надо, чтобы было круче.', 'И круче будет.', 'Лично мы переосмысливаем наши прошлые дела как подготовку к делам настоящим, которую, надеемся, прошли не только мы, но и все четкие подписчики, ровно настроившие свои приёмники, уши и мозги и расставившие правильные приоритеты по жизни.', 'С завтрашнего дня В ПАБЛИК ВОЗВРАЩАЮТСЯ РЕЦУХИ!', '— однако не стоит больше воспринимать их как манну небесную, это просто инструмент для совместного знакомства с интересной музыкой в рамках поддержки образования и подготовительной работы к более важному, к ДЕЛУ, которое будут мутить Игорёк, Юрец и все неравнодушные челы из наших подписчиков — в этих самых ""Скучных джазах"", ""Радио Юрцах"", запасках и многих других ебнутых проектах.', 'Соответственно с этими задачами изменятся и рецухи — станут более сжатыми, четко-информативными и регулярными: всё-таки по большей части главное, зачем они нужны это чтобы выразить наш глубокий респект музыкантам, сказать своё ""йоу"" — а многие из слишком распространенных текстов были на самом деле маловнятной мазней.', 'Старый-добрый формат больших обстоятельных рецух тоже будет временами всплывать, но лишь тогда, когда Игорьку будет что действительно сказануть по поводу тех или иных релизов.', 'Всем йоу, до связи, надеемся, мы остаемся на одной волне и вы всячески поможете нам сейчас на наших первых шагах на большой дороге!']"
3691	"['Всем спасибо, аудио последней трансляции с треклистом прикладываем ниже, все свободны!', 'Шутка.', 'С сожалением приходится констатировать, что на наших трансляциях без техно, бац-бац-музла и куц-туц-туц-грувов сидят пока критически мало слушателей, поэтому приходится прибегать к таким административным мерам: просим ВСЕХ всячески способствовать распространению движа ""СКУЧНЫЙ ДЖАЗ"" — лайк, коммент и репост материалов строго обязательны, рассылка по друзьям, телеграм-каналам, вотсапам вашей мамки и бабушки тоже очень желательна.', 'Просим отнестись к этому заявлению со всей серьезностью, так же всем будет лучше и тогда закрутятся угарные веселые трансляции с живым общением в чате о музле и не только!', 'Только так будет круто.', ""А пока хороших всем выходных) Dalis Car - Cornwall Stone Violent Quand On Aime - Les Eléments De L'Embourgeoisement RAP - Young Persuasion Hype Williams - Situations NSRD - Kastanis Mala & Joe Armon-Jones & Nubya Garcia - Scratch & Erase Yong Yong - Tocha Savant - Sensible Music This Mortal Coil - Fyt Kolida Babo - Join The Moog Orquesta de las nubes - Como Un Guante Fausto Fawcett – Império Dos Sentidos Jing - It Used To Be A Dream Forest Swords - Swarms Dirk Desaever - The Same Same Story Hype Williams - Spinderella Yoshinori Hayashi - Geckos Savant - The Radio Craig Leon - Standing Crosswise In The Square Michael O’Neill - One Rule Galerie Stratique - Été éphémère Hen Ogledd - Welcome to Hell Broadcast - Drums On Fire eMMplekz - Less Trap More Clap Jonquera - Hell Reggaeton Sole Massif - Return Fire Sector Robert Piotrowicz - Euzo Found Guitar Submatukana - Thunderstorm Jonny Faith - Dapple City Dean Blunt Inga Copeland - 9 Duckett - When You Call Me Out Low Jack - Six In the Morning Ihor Cymbrowskyj - N/T Carlos Walker - Via Lactea Low - Bombscare Arthur Russell - The Name of the Next Song""]"
3658	['Минутка, вернее почти час, чтобы вспомнить, как начиналось движение.', 'Чуть пересведенная аудиоверсия последнего эфира русского Вротсона на ТЕСТФМ, почти программный документ.', 'Следующий ни холодный ни горячий выпуск из тартараров уже в пн, 21:00 мск.', 'The Cleaners From Venus - Midnight Cleaners June Chikuma - Oddman Hypothesis Don the Tiger - Los cuenos de mar salada The Durutti Column - Room Stano - Room The Durutti Column - Goodbye Special Occasion - Duet John di Stefano - Culture Schlock Dean Blunt - moet lean Harold Budd & Hector Zazou - Gorgon’s Anxious Pansy Suzanne Vega - The Long Voyage Arto Lindsay - Tangles Don the Tiger - Le Celada Thiago Nassif - Pensamentos Bernardino Femminielli - Babylone Strasse Daniele Ciullini - Soft Marble']
3655	['Всем салам, вот всё как обещал: запись вчерашней передачки без лажи и сбоев + аудиоверсия + треклист.', 'В следующий раз коротать вечерок за сухарями, крепким чаем и правильным музлом для унылой весны 2020 будем в следующий понедельник, 6 апреля ~21:00: подрубайтесь вовремя, зовите друзей, скучайте вместе.', 'Yasuaki Shimizu - Sateto Love and Rockets - The Purest Blue Dean Blunt - Forever Colin Newman - Fish 8 Micachu - Chimes 7 Carlos Maria Trindade - No Communication Problems Burnt Friedman - Repentance Shoc Corridor - On Reflexion Igor Wakhevitch - Materia Craig Leon - Nommo Nmesh - PBS Ancillary Rack Room Leon Vynehall - Drinking (Chapter IV) Tolouse Low Trax - Wooden Words Elysia Crampton - Oscollo Haruomi Hosono - Shambhala Signal Gonjasufi - The Kill Bernardino Femminielli - Gluantes pornographies Steven Jesse Bernstein - The Sport (Part 1) Virna Lindt - Underwater Boy']
3558	['Полузабытый шедевр из Британии 90-х от дуо LA Synthesis, находящийся где-то в том же пространстве, что и B12, Black Dog, местами Афекс Твин: машинный детроитский звук, sci-fi тематика, вставки idm-экспериментов и какая-то особая повествовательная эмоциональность, идеально подходящая для полноформатного альбома.', 'Теперь уже сложно узнать, почему дуо Энтони Галлагера и Карла Гранта прекратило существования, ограничившись одним альбомом и несколькими синглами, но в одном комментарии на Discogs пишут, что чуваки вступили в дурацкий ограничивающий контракт и поэтому, наверное, просто устали.', 'Что странно, альбом ни разу не перевыпускался с 96-го — но я надеюсь, что текущая волна переизданий не обойдет его стороной.', 'LA Synthesis Matrix Surfer, 1996 (Shield Records / Play It Again Sam / Plink Plonk)']
3539	['Свен Ундсет — загадочная фигура в норвежской музыке: он мог бы стать большой звездой альтернативной сцены, мог включить Норвегию в европейское пространство электронных поп-экспериментов 80-х, однако что-то не заладилось и он остался в глубоком андерграунде, так, что даже его немногие альбомы оказывается тяжело найти в сети.', 'Стартовал он ещё в начале 70-х, организовал джаз-роковую группу Vanessa, выпустил в её рамках два альбома, привлек внимание Polygram, датского мейджор-лейбла из структур Phillips, в 79-ом записал для него, возможно, первый норвежский эмбиент-альбом Grenseland — после чего на десятилетие распылил себя по множеству одноразовых коллабораций для всевозможных перформансов, видеоарта и балета, а также саундтреков к фильмам и телешоу.', 'Вышедший в 89-ом Windshave — это по сути компиляция самых ярких моментов пронесшегося перед глазами десятилетия творческой деятельности.', 'Однако, несмотря на изначальную расчлененность материала для альбома, в нем явно слышится единая повестка: делать на базе современного электронного оборудования джазовыми тропами гладкую, доступную музыку, мечтательную, устремленную в нью-эйдж и как будто предвещающую собой светлое будущее, в котором черта между попом и экспериментальной электроникой будет уже полностью размыта просвещенным сознанием — музыка, вроде такой, какую отбирает для своих компиляций лейбл Music from Memory.', 'При этом источником вдохновения для проекта Ундсета, и это хорошо слышно на Windshave, были не явления, происходившие в то же время в близкой ему Европе — а скорее японская электронная сцена, семплер-фанк и электро-поп, запущенные трио Yellow Magic Orchestra и хорошо распространенные британской и американской помощью по всему миру.', 'Svend Undseth Windshave, 1989 (Hot Lips)']
3536	['Раз такое дело, то не можем не выразить наше почтение и уважение глубокоуважаемому [club183581972|Директору Всего].', 'Как можно было давно заметить, мы глубоко поддерживаем идеалы высокой продуктивности и качественного труда, хоть и не всегда их придерживаемся.', 'Будь мы подчиненными самого [id1093115|Директора], мы бы уже давно были уволены за разгильдяйство и несоблюдение высоких стандартов на производстве труда.', 'Но нам приятно знать, что не просто где-то там, а у нас, в России, в Москве, существует Кабинет, а может быть и целый Офис сотрудников, в котором работа кипит полным ходом, жизнь бьет ключом, травка зеленеет, солнышко блестит, бабки крутятся, лавэха мутится, тузик в грелку, а Васька в целку.', 'Директор Всего Всего, 2019 (Incompetence Records) #всё']
